acc,bioproject,organism,count,broad_cat,mbases,host,project_name,manual_annot,is_pig_assoc
SRR19605716,PRJNA846871,sediment metagenome,16,other,6991,"[""not applicable""]",,(unnanotated),""
SRR9040001,PRJNA539693,seawater metagenome,11,other,31052,"[""not applicable""]",,(unnanotated),""
ERR4592243,PRJEB37845,seagrass metagenome,16,other,141986,,,(unnanotated),""
SRR6478736,PRJNA405212,soil metagenome,11,other,35717,"[""not applicable""]",,(unnanotated),""
ERR4833481,PRJEB41295,mangrove metagenome,9,other,14060,,"[""PRJEB41295""]",(unnanotated),""
SRR10360633,PRJNA577476,soil metagenome,9,other,30765,,,(unnanotated),""
ERR4678627,PRJEB40798,wastewater metagenome,8,other,36147,,,(unnanotated),""
SRR27204714,PRJNA1052411,seawater metagenome,12,other,31277,,,(unnanotated),""
SRR5823597,PRJNA393632,soil metagenome,9,other,22054,,,(unnanotated),""
ERR10034882,PRJEB53918,aquaculture metagenome,13,other,42188,,"[""Microbiomes of small-scale aquaculture ponds in Bangladesh""]",(unnanotated),""
SRR18067417,PRJNA808200,air metagenome,13,other,93356,,,(unnanotated),""
SRR17418352,PRJNA792486,goat gut metagenome,15,other,32192,"[""Black goat""]",,(unnanotated),""
SRR31305051,PRJNA1184454,Streptococcaceae,12,other,10326,"[""calves 15""]","[""gut microbiome of diarrhea calves 15""]",(unnanotated),""
SRR11723741,PRJNA621285,sediment metagenome,8,other,59349,"[""not applicable""]",,(unnanotated),""
SRR17401462,PRJNA792827,pond metagenome,8,other,19338,,,(unnanotated),""
SRR23086374,PRJNA919165,drinking water metagenome,11,other,59582,"[""not collected""]",,(unnanotated),""
SRR21487746,PRJNA875933,marine sediment metagenome,11,other,35441,,,(unnanotated),""
SRR28298060,PRJNA1086787,sediment metagenome,13,other,15035,"[""Mangrove""]",,(unnanotated),""
SRR3184649,PRJNA311378,biogas fermenter metagenome,12,other,36318,,,(unnanotated),""
SRR4030066,PRJNA330098,soil metagenome,8,other,13338,"[""not applicable""]",,(unnanotated),""
SRR8555681,PRJNA518511,peat metagenome,9,other,19876,"[""not applicable""]",,(unnanotated),""
SRR25158288,PRJNA983538,soil metagenome,10,other,33432,,,(unnanotated),""
ERR594336,PRJEB1788,marine metagenome,8,other,40978,,"[""Tara Oceans expedition (2009-2013)""]",(unnanotated),""
SRR13949433,PRJNA695572,sediment metagenome,9,other,36747,,,(unnanotated),""
SRR9045812,PRJNA539522,sediment metagenome,15,other,49861,"[""not applicable""]",,(unnanotated),""
ERR4998636,PRJEB41762,soil metagenome,10,other,31087,,"[""DARKFUNCTIONS""]",(unnanotated),""
SRR30201822,PRJNA1146790,anaerobic digester metagenome,16,other,12734,"[""Sus scrofa""]",,(unnanotated),""
SRR10769894,PRJNA591725,wastewater metagenome,16,other,13279,"[""pig faeces of farm A""]",,(unnanotated),""
SRR25010665,PRJNA985394,sediment metagenome,9,other,13236,,,(unnanotated),""
SRR29660193,PRJNA1128034,rhizosphere metagenome,15,other,102464,"[""Triticum aestivum cv. Red Lammas""]",,(unnanotated),""
SRR30201809,PRJNA1146790,anaerobic digester metagenome,16,other,12316,"[""Sus scrofa""]",,(unnanotated),""
SRR22048065,PRJNA894374,sediment metagenome,11,other,20576,,,(unnanotated),""
SRR6266478,PRJNA405444,soil metagenome,9,other,32288,"[""not applicable""]",,(unnanotated),""
SRR18653131,PRJNA823908,seawater metagenome,11,other,130826,,,(unnanotated),""
SRR2837116,PRJNA299757,rock metagenome,8,other,12145,"[""Rock""]",,(unnanotated),""
SRR13326506,PRJNA688070,chicken gut metagenome,8,other,80559,"[""Gallus gallus""]",,(unnanotated),""
SRR17405562,PRJNA793053,freshwater metagenome,12,other,47168,,,(unnanotated),""
SRR9952628,PRJNA556841,freshwater sediment metagenome,8,other,33893,,,(unnanotated),""
SRR8925779,PRJNA681092,bioreactor metagenome,9,other,18967,"[""anaerobic digestor""]",,(unnanotated),""
SRR4004175,PRJNA337945,marine metagenome,13,other,31378,,,(unnanotated),""
SRR5272491,PRJNA365735,freshwater metagenome,15,other,47505,"[""not applicable""]",,(unnanotated),""
SRR14366783,PRJNA699054,groundwater metagenome,14,other,26609,,,(unnanotated),""
SRR17418355,PRJNA792486,goat gut metagenome,8,other,27228,"[""Black goat""]",,(unnanotated),""
SRR12550821,PRJNA632564,soil metagenome,8,other,18099,"[""not applicable""]",,(unnanotated),""
SRR11482326,PRJNA623064,dust metagenome,16,other,12139,"[""Sus scrofa""]",,(unnanotated),""
SRR5823607,PRJNA393632,soil metagenome,11,other,34782,,,(unnanotated),""
SRR12660725,PRJNA654764,marine sediment metagenome,16,other,73135,"[""not applicable""]",,(unnanotated),""
SRR18682980,PRJNA521300,marine metagenome,16,other,56956,,,(unnanotated),""
SRR11482393,PRJNA623064,dust metagenome,16,other,12583,"[""Sus scrofa""]",,(unnanotated),""
ERR4682794,PRJEB40816,wastewater metagenome,8,other,27651,,,(unnanotated),""
SRR12172649,PRJNA644538,moss metagenome,13,other,38420,"[""Sphagnum sp.""]",,(unnanotated),""
SRR25823913,PRJNA1011201,chicken gut metagenome,10,other,12368,"[""Gallus gallus domesticus""]",,(unnanotated),""
SRR24882557,PRJNA980404,Bos taurus,9,other,15056,,,(unnanotated),""
SRR18067597,PRJNA808200,air metagenome,14,other,73516,,,(unnanotated),""
ERR3624086,PRJEB35096,sediment metagenome,15,other,30037,,"[""Gordon and Betty Moore Foundation (Marine Microbial Initiative Investigator Award to ND, Grant #GBMF3811)""]",(unnanotated),""
SRR28416929,PRJNA1089695,sediment metagenome,14,other,70516,,,(unnanotated),""
SRR20217213,PRJNA808857,freshwater sediment metagenome,10,other,52377,,,(unnanotated),""
SRR8242852,PRJNA506496,fermentation metagenome,12,other,1244,,,(unnanotated),""
SRR14413841,PRJNA726763,air metagenome,9,other,5247,,,(unnanotated),""
SRR9302962,PRJNA548910,freshwater metagenome,12,other,63426,"[""not applicable""]",,(unnanotated),""
SRR6478915,PRJNA368386,sediment metagenome,13,other,32331,"[""not applicable""]",,(unnanotated),""
SRR29660191,PRJNA1128034,soil metagenome,12,other,49913,"[""bulk soil""]",,(unnanotated),""
SRR5581440,PRJNA375646,freshwater metagenome,10,other,50289,"[""not applicable""]",,(unnanotated),""
SRR25727106,PRJNA1008123,wastewater metagenome,9,other,20935,,,(unnanotated),""
SRR13433998,PRJNA691977,bovine gut metagenome,13,other,28211,"[""Bos taurus""]",,(unnanotated),""
SRR22013512,PRJNA892010,compost metagenome,10,other,10824,,,(unnanotated),""
ERR3801455,PRJEB33080,bovine gut metagenome,12,other,18867,,,(unnanotated),""
SRR15144438,PRJNA746083,estuary metagenome,16,other,126583,,,(unnanotated),""
SRR14005100,PRJNA449022,mixed culture metagenome,16,other,118161,,,(unnanotated),""
ERR1713370,PRJEB13831,wastewater metagenome,9,other,12583,,,(unnanotated),""
SRR10613485,PRJNA486429,air metagenome,9,other,10252,,,(unnanotated),""
SRR25727123,PRJNA1008123,wastewater metagenome,9,other,25396,,,(unnanotated),""
SRR11845620,PRJNA634981,wastewater metagenome,16,other,11675,"[""missing""]",,(unnanotated),""
SRR12687343,PRJNA654271,freshwater metagenome,8,other,72005,"[""not applicable""]",,(unnanotated),""
SRR10378147,PRJNA529454,marine plankton metagenome,8,other,10382,,,(unnanotated),""
SRR26413786,PRJNA1029225,sediment metagenome,8,other,20653,"[""not collected""]",,(unnanotated),""
SRR5247224,PRJNA366336,marine metagenome,10,other,54168,"[""not applicable""]",,(unnanotated),""
SRR6266550,PRJNA406072,soil metagenome,8,other,34408,"[""not applicable""]",,(unnanotated),""
SRR22048048,PRJNA894374,sediment metagenome,9,other,20146,,,(unnanotated),""
SRR22213141,PRJNA898608,bovine gut metagenome,8,other,8391,"[""Bos taurus indicus""]",,(unnanotated),""
SRR16686516,PRJNA776705,marine metagenome,12,other,31856,"[""Mssing""]",,(unnanotated),""
SRR5205823,PRJNA365696,soil metagenome,8,other,28035,"[""not applicable""]",,(unnanotated),""
SRR5256888,PRJNA365982,rhizosphere metagenome,11,other,53977,"[""not applicable""]",,(unnanotated),""
SRR5882724,PRJNA364433,soil metagenome,10,other,36590,"[""not applicable""]",,(unnanotated),""
SRR8436473,PRJNA502370,seawater metagenome,14,other,28706,"[""not applicable""]",,(unnanotated),""
SRR5819238,PRJNA367431,marine metagenome,8,other,29533,"[""not applicable""]",,(unnanotated),""
SRR14219486,PRJNA721298,aquatic metagenome,15,other,32119,,,(unnanotated),""
SRR11673964,PRJNA629478,activated sludge metagenome,16,other,27244,,,(unnanotated),""
SRR13618040,PRJNA699174,air metagenome,16,other,2400,"[""not applicable""]",,(unnanotated),""
SRR8452062,PRJNA504765,marine sediment metagenome,16,other,53855,,,(unnanotated),""
SRR26457747,PRJNA1029078,soil metagenome,12,other,53133,"[""not applicable""]",,(unnanotated),""
SRR7072140,PRJNA441536,leaf metagenome,10,other,21955,"[""Pinus contorta""]",,(unnanotated),""
SRR10998591,PRJNA566981,soil metagenome,8,other,30113,"[""not applicable""]",,(unnanotated),""
SRR28806317,PRJNA1103961,Equus asinus,13,other,12376,,,(unnanotated),""
ERR4998638,PRJEB41762,soil metagenome,14,other,37430,,"[""DARKFUNCTIONS""]",(unnanotated),""
SRR26457521,PRJNA1029124,soil metagenome,8,other,65222,"[""not applicable""]",,(unnanotated),""
SRR12825415,PRJNA668816,sediment metagenome,8,other,23824,,,(unnanotated),""
SRR17714294,PRJNA799789,bovine gut metagenome,12,other,11802,"[""Bos taurus""]",,(unnanotated),""
SRR20698645,PRJNA852163,freshwater sediment metagenome,11,other,34655,,,(unnanotated),""
SRR20336965,PRJNA858011,seawater metagenome,15,other,55987,"[""not applicable""]",,(unnanotated),""
SRR8543131,PRJNA518429,bovine gut metagenome,16,other,58017,"[""Bos taurus""]",,(unnanotated),""
SRR17234068,PRJNA788992,sediment metagenome,9,other,22619,,,(unnanotated),""
SRR13433990,PRJNA691977,bovine gut metagenome,14,other,28936,"[""Bos taurus""]",,(unnanotated),""
SRR23086378,PRJNA919165,drinking water metagenome,9,other,67113,"[""not collected""]",,(unnanotated),""
ERR1700730,PRJEB8420,soil metagenome,13,other,48209,,"[""Metagenomic and metatranscriptomic analysis of forest soil communities across North America""]",(unnanotated),""
SRR9866664,PRJNA554776,Lawsonia intracellularis,16,other,8274,"[""Porcine-11""]",,(unnanotated),""
SRR29986434,PRJNA1129667,marine sediment metagenome,10,other,17683,,,(unnanotated),""
SRR10931992,PRJNA230567,bioreactor metagenome,9,other,25444,"[""not applicable""]",,(unnanotated),""
SRR8931216,PRJNA533779,groundwater metagenome,14,other,11650,,,(unnanotated),""
ERR594349,PRJEB1788,marine metagenome,8,other,38967,,"[""Tara Oceans expedition (2009-2013)""]",(unnanotated),""
SRR26589674,PRJNA1033318,soil metagenome,14,other,69122,,,(unnanotated),""
ERR3211526,PRJEB31650,wastewater metagenome,8,other,2231,,,(unnanotated),""
SRR11172570,PRJNA608274,soil metagenome,11,other,25135,,,(unnanotated),""
SRR14878376,PRJNA523619,mollusc metagenome,12,other,168687,"[""Ifremeria nautilei""]",,(unnanotated),""
SRR18649612,PRJNA820796,moss metagenome,8,other,55030,"[""Sphagnum teres""]",,(unnanotated),""
SRR13892604,PRJNA707313,cold seep metagenome,16,other,66365,,,(unnanotated),""
SRR7186528,PRJNA450295,root metagenome,10,other,57902,"[""Setaria italica""]",,(unnanotated),""
ERR3697025,PRJEB35612,root metagenome,9,other,51905,,"[""Resistome of root endophytes udner antibiotic exposure""]",(unnanotated),""
SRR19581639,PRJNA844237,upper respiratory tract metagenome,10,other,6038,"[""RWA-Nasal-Sow2-time1""]",,(unnanotated),""
SRR9616645,PRJNA539315,sediment metagenome,16,other,92539,"[""not applicable""]",,(unnanotated),""
SRR15377925,PRJNA714922,soil metagenome,14,other,54162,,,(unnanotated),""
SRR8451842,PRJNA203445,food metagenome,12,other,93947,"[""Chicken""]",,(unnanotated),""
ERR10921435,PRJEB52368,marine metagenome,10,other,41821,,"[""Tara Pacific Expedition (2016-2018)""]",(unnanotated),""
SRR8497107,PRJNA513416,biofilm metagenome,8,other,19971,"[""not applicable""]",,(unnanotated),""
SRR8925786,PRJNA681092,bioreactor metagenome,16,other,15860,"[""anaerobic digestor""]",,(unnanotated),""
SRR29270182,PRJNA1119566,freshwater metagenome,10,other,30344,,,(unnanotated),""
SRR8062326,PRJNA326482,marine metagenome,13,other,25925,,,(unnanotated),""
SRR5215472,PRJNA364913,soil metagenome,11,other,53737,"[""not applicable""]",,(unnanotated),""
SRR5460459,PRJNA367173,wastewater metagenome,10,other,52812,"[""not applicable""]",,(unnanotated),""
SRR8881005,PRJNA531778,wetland metagenome,11,other,57844,"[""not applicable""]",,(unnanotated),""
SRR5823602,PRJNA393632,soil metagenome,10,other,27707,,,(unnanotated),""
SRR30681710,PRJNA1149319,soil metagenome,9,other,24807,"[""natural / free-living""]",,(unnanotated),""
SRR14493008,PRJNA728386,wastewater metagenome,11,other,12616,,,(unnanotated),""
SRR26958238,PRJNA1045577,fish metagenome,9,other,24517,,,(unnanotated),""
SRR11845630,PRJNA634981,wastewater metagenome,16,other,14704,"[""missing""]",,(unnanotated),""
SRR8144072,PRJNA503328,Nonionella auris,10,other,42746,,,(unnanotated),""
SRR11482347,PRJNA623064,dust metagenome,16,other,12691,"[""Sus scrofa""]",,(unnanotated),""
SRR3989451,PRJNA329913,freshwater metagenome,9,other,61384,"[""not applicable""]",,(unnanotated),""
ERR2200665,PRJEB23561,bovine metagenome,9,other,28769,,"[""Rumen metagenome""]",(unnanotated),""
SRR12613929,PRJNA655042,marine metagenome,9,other,21931,"[""not applicable""]",,(unnanotated),""
SRR12951699,PRJNA650884,wetland metagenome,12,other,37189,"[""not applicable""]",,(unnanotated),""
SRR14219489,PRJNA721298,aquatic metagenome,15,other,28663,,,(unnanotated),""
ERR2200668,PRJEB23561,bovine metagenome,8,other,31886,,"[""Rumen metagenome""]",(unnanotated),""
ERR2683261,PRJEB27621,wastewater metagenome,9,other,12485,,,(unnanotated),""
SRR8925758,PRJNA533495,bioreactor metagenome,16,other,14646,"[""anaerobic digestor""]",,(unnanotated),""
SRR5247065,PRJNA366374,termite gut metagenome,15,other,55762,"[""not applicable""]",,(unnanotated),""
ERR10479404,PRJEB56878,cave metagenome,16,other,86090,,"[""cddac021-9182-4c56-98a4-af22415f414e""]",(unnanotated),""
SRR19581626,PRJNA844237,upper respiratory tract metagenome,9,other,6035,"[""RWA-Nasal-Sow2-time4""]",,(unnanotated),""
SRR30669298,PRJNA1161208,Agarivorans albus,13,other,21315,,,(unnanotated),""
SRR8555698,PRJNA518522,peat metagenome,8,other,18689,"[""not applicable""]",,(unnanotated),""
ERR10034890,PRJEB53918,aquaculture metagenome,11,other,35622,,"[""Microbiomes of small-scale aquaculture ponds in Bangladesh""]",(unnanotated),""
SRR5451449,PRJNA367159,rhizosphere metagenome,12,other,53317,"[""not applicable""]",,(unnanotated),""
SRR4051758,PRJNA290018,insect gut metagenome,10,other,40618,,,(unnanotated),""
SRR13557796,PRJNA695060,peat metagenome,11,other,25250,,,(unnanotated),""
SRR9616616,PRJNA539311,sediment metagenome,16,other,73644,"[""not applicable""]",,(unnanotated),""
SRR28298047,PRJNA1086787,sediment metagenome,16,other,21063,"[""Mangrove""]",,(unnanotated),""
SRR16523139,PRJNA708968,bioreactor sludge metagenome,9,other,24793,,,(unnanotated),""
SRR12952765,PRJNA650759,wetland metagenome,10,other,45253,"[""not applicable""]",,(unnanotated),""
SRR5511004,PRJNA375569,rhizosphere metagenome,14,other,61944,"[""not applicable""]",,(unnanotated),""
SRR14219477,PRJNA721298,aquatic metagenome,13,other,27807,,,(unnanotated),""
SRR25638225,PRJNA1005211,soil metagenome,11,other,40410,"[""soil""]",,(unnanotated),""
SRR16915458,PRJNA779554,soil metagenome,11,other,47205,"[""apple orchard soil""]",,(unnanotated),""
SRR22013532,PRJNA892010,compost metagenome,16,other,10463,,,(unnanotated),""
SRR7132933,PRJNA439823,sediment metagenome,15,other,29053,"[""not applicable""]",,(unnanotated),""
SRR24891239,PRJNA981443,Bos taurus,9,other,13338,,,(unnanotated),""
SRR10168434,PRJNA573810,sediment metagenome,13,other,55149,"[""not applicable""]",,(unnanotated),""
SRR15927528,PRJNA763043,estuary metagenome,15,other,142550,"[""missing""]",,(unnanotated),""
SRR17023466,PRJNA779163,bovine gut metagenome,12,other,20259,"[""cattle""]",,(unnanotated),""
SRR10098309,PRJNA563872,bovine metagenome,8,other,11658,"[""Bos taurus""]",,(unnanotated),""
ERR2683238,PRJEB27621,wastewater metagenome,10,other,16565,,,(unnanotated),""
ERR1333183,PRJEB13118,sediment metagenome,11,other,5090,,"[""microbial diversity and function""]",(unnanotated),""
SRR28961037,PRJNA1106865,seawater metagenome,14,other,64428,,,(unnanotated),""
SRR7186499,PRJNA450295,root metagenome,10,other,63880,"[""Setaria italica""]",,(unnanotated),""
SRR24269698,PRJNA957232,sediment metagenome,10,other,23472,,,(unnanotated),""
SRR7812697,PRJNA466875,lake water metagenome,9,other,54104,"[""not applicable""]",,(unnanotated),""
SRR18644955,PRJNA823681,plant metagenome,10,other,15759,"[""Sonneratia alba""]",,(unnanotated),""
SRR9006805,PRJNA539638,sheep gut metagenome,16,other,69363,"[""Ovis aries""]",,(unnanotated),""
ERR2586123,PRJEB26788,air metagenome,16,other,20460,,"[""Shotgun_Metagenomics""]",(unnanotated),""
SRR18649726,PRJNA820798,moss metagenome,8,other,69927,"[""Sphagnum magellanicum""]",,(unnanotated),""
SRR6183461,PRJNA406776,wetland metagenome,8,other,16428,"[""not applicable""]",,(unnanotated),""
SRR8168144,PRJNA504027,marine metagenome,10,other,18147,,,(unnanotated),""
SRR13741609,PRJNA600179,mouse gut metagenome,11,other,10294,"[""Mus musculus""]",,(unnanotated),""
SRR24955696,PRJNA984925,bovine metagenome,9,other,9984,"[""Bos taurus""]",,(unnanotated),""
SRR17049896,PRJNA783651,whole organism metagenome,8,other,13021,"[""Procapra gutturosa""]",,(unnanotated),""
SRR12953104,PRJNA650762,wetland metagenome,13,other,36465,"[""not applicable""]",,(unnanotated),""
SRR14408260,PRJNA726842,Macaca mulatta,14,other,40227,,,(unnanotated),""
SRR15532681,PRJNA756367,wetland metagenome,16,other,166576,,,(unnanotated),""
ERR11283143,PRJEB61638,sediment metagenome,9,other,24715,,,(unnanotated),""
SRR19040531,PRJNA833115,estuary metagenome,8,other,72357,,,(unnanotated),""
SRR10360636,PRJNA577476,soil metagenome,10,other,30214,,,(unnanotated),""
SRR16630523,PRJNA776090,soil metagenome,8,other,34217,"[""Citrus reticulata""]",,(unnanotated),""
SRR7151572,PRJNA386568,peat metagenome,8,other,19205,,,(unnanotated),""
SRR23978770,PRJNA928765,soil metagenome,8,other,73921,,,(unnanotated),""
ERR10921322,PRJEB52368,marine metagenome,10,other,54516,,"[""Tara Pacific Expedition (2016-2018)""]",(unnanotated),""
ERR4682351,PRJEB40815,wastewater metagenome,8,other,21119,,,(unnanotated),""
SRR27874672,PRJNA1072544,insect metagenome,14,other,30385,"[""Oulema gallaeciana""]",,(unnanotated),""
SRR8451837,PRJNA203445,food metagenome,9,other,96346,"[""Chicken""]",,(unnanotated),""
SRR8144085,PRJNA503328,Bolivinella seminuda,14,other,55390,,,(unnanotated),""
SRR25158320,PRJNA983538,soil metagenome,10,other,25028,,,(unnanotated),""
ERR2683220,PRJEB27621,wastewater metagenome,8,other,14441,,,(unnanotated),""
SRR9866666,PRJNA554776,Lawsonia intracellularis,16,other,34107,"[""Porcine-9""]",,(unnanotated),""
ERR9631034,PRJEB52406,lake water metagenome,12,other,55549,,"[""High Resolution Sampling of Rimov reservoir""]",(unnanotated),""
SRR12153467,PRJNA449022,mixed culture metagenome,13,other,45949,,,(unnanotated),""
SRR23595528,PRJNA937903,soil metagenome,11,other,39117,"[""Triticum aestivum""]",,(unnanotated),""
