acc,bioproject,organism,count,broad_cat,mbases,host,project_name,manual_annot,is_pig_assoc
SRR16524988,PRJNA708970,bioreactor sludge metagenome,15,other,15437,,,(unnanotated),""
SRR11678609,PRJNA621563,soil metagenome,9,other,49647,"[""not applicable""]",,(unnanotated),""
SRR5451700,PRJNA365500,rhizosphere metagenome,12,other,55532,"[""not applicable""]",,(unnanotated),""
SRR10613497,PRJNA486429,air metagenome,12,other,7839,,,(unnanotated),""
SRR12659399,PRJNA654934,soil metagenome,11,other,58849,"[""not applicable""]",,(unnanotated),""
SRR7145725,PRJNA470703,mixed sample,9,other,44072,"[""HeLa""]",,(unnanotated),""
SRR27710309,PRJNA1065278,wastewater metagenome,12,other,41308,"[""Wastewater""]",,(unnanotated),""
SRR23086398,PRJNA919165,drinking water metagenome,11,other,61159,"[""not collected""]",,(unnanotated),""
SRR12659394,PRJNA654931,soil metagenome,11,other,59185,"[""not applicable""]",,(unnanotated),""
SRR9032716,PRJNA539722,soil metagenome,9,other,51846,"[""not applicable""]",,(unnanotated),""
SRR26413787,PRJNA1029225,sediment metagenome,8,other,20649,"[""not collected""]",,(unnanotated),""
SRR11343836,PRJNA611818,marine sediment metagenome,11,other,30859,,,(unnanotated),""
SRR5262253,PRJNA374886,soil metagenome,15,other,98704,,,(unnanotated),""
ERR10509555,PRJNA429145,lake water metagenome,16,other,50076,,"[""PRJNA429145""]",(unnanotated),""
SRR31066172,PRJNA1174814,bioreactor metagenome,10,other,104121,,,(unnanotated),""
SRR9651338,PRJNA539339,sediment metagenome,15,other,50605,"[""not applicable""]",,(unnanotated),""
SRR25490532,PRJNA1001268,groundwater metagenome,8,other,39261,,,(unnanotated),""
SRR26442475,PRJNA1029899,wastewater metagenome,10,other,20298,,,(unnanotated),""
SRR7615607,PRJNA468221,seawater metagenome,14,other,22639,"[""not applicable""]",,(unnanotated),""
SRR5248466,PRJNA366147,rhizosphere metagenome,14,other,61716,"[""not applicable""]",,(unnanotated),""
SRR8242837,PRJNA506496,fermentation metagenome,14,other,896,,,(unnanotated),""
SRR5817587,PRJNA338276,wetland metagenome,9,other,19234,,,(unnanotated),""
SRR12953253,PRJNA650763,wetland metagenome,13,other,45883,"[""not applicable""]",,(unnanotated),""
SRR31305014,PRJNA1184454,Streptococcaceae,10,other,11148,"[""calves 10""]","[""gut microbiome of diarrhea calves 10""]",(unnanotated),""
SRR20336971,PRJNA858011,seawater metagenome,11,other,26030,"[""not applicable""]",,(unnanotated),""
SRR16630534,PRJNA776090,soil metagenome,9,other,62095,"[""Citrus reticulata""]",,(unnanotated),""
SRR6266699,PRJNA406079,soil metagenome,8,other,25782,"[""not applicable""]",,(unnanotated),""
SRR20000441,PRJNA853368,wastewater metagenome,12,other,49611,,,(unnanotated),""
SRR21856588,PRJNA889212,marine sediment metagenome,16,other,78718,,,(unnanotated),""
SRR24495956,PRJNA967692,marine sediment metagenome,8,other,23582,,,(unnanotated),""
SRR22895667,PRJNA916214,skin metagenome,10,other,50680,"[""Onychodactylus fischeri""]",,(unnanotated),""
SRR20707900,PRJNA860652,Equus asinus,10,other,13488,,,(unnanotated),""
SRR3982751,PRJNA330143,soil metagenome,8,other,25471,"[""not applicable""]",,(unnanotated),""
SRR12063311,PRJNA640717,food production metagenome,16,other,11738,"[""not applicable-XM19W1""]",,(unnanotated),""
SRR10997882,PRJNA566810,sediment metagenome,8,other,16240,"[""not applicable""]",,(unnanotated),""
SRR13618049,PRJNA699174,air metagenome,16,other,3000,"[""not applicable""]",,(unnanotated),""
SRR26937440,PRJNA1044412,compost metagenome,8,other,6349,"[""pigmanure""]",,(unnanotated),""
ERR10048410,PRJEB52849,Equus asinus asinus,14,other,97991,,,(unnanotated),""
SRR9037495,PRJNA420682,bovine metagenome,13,other,10428,"[""Bos taurus""]",,(unnanotated),""
SRR4028193,PRJNA330601,marine metagenome,9,other,40160,,,(unnanotated),""
SRR10861649,PRJNA567717,sediment metagenome,13,other,47259,"[""not applicable""]",,(unnanotated),""
ERR594303,PRJEB1788,marine metagenome,9,other,31468,,"[""Tara Oceans expedition (2009-2013)""]",(unnanotated),""
SRR26627480,PRJNA1034536,soil metagenome,8,other,31845,,,(unnanotated),""
SRR5451739,PRJNA365504,rhizosphere metagenome,10,other,57300,"[""not applicable""]",,(unnanotated),""
SRR12358630,PRJNA649861,mouse gut metagenome,11,other,61039,"[""BALB/c""]",,(unnanotated),""
SRR26457890,PRJNA1029101,soil metagenome,10,other,66381,"[""not applicable""]",,(unnanotated),""
SRR2657575,PRJNA292297,marine sediment metagenome,15,other,64851,,,(unnanotated),""
SRR2638077,PRJNA292297,marine sediment metagenome,9,other,19882,,,(unnanotated),""
SRR2657215,PRJNA292297,marine sediment metagenome,16,other,65283,,,(unnanotated),""
SRR24891218,PRJNA981443,Bos taurus,8,other,12466,,,(unnanotated),""
SRR12681395,PRJNA654762,soil metagenome,9,other,50914,"[""not applicable""]",,(unnanotated),""
SRR24882567,PRJNA980404,Bos taurus,8,other,16004,,,(unnanotated),""
SRR13002031,PRJNA675130,marine metagenome,14,other,175052,,,(unnanotated),""
SRR3053173,PRJNA292471,bovine metagenome,13,other,6950,"[""Bos taurus""]",,(unnanotated),""
SRR12825411,PRJNA668816,sediment metagenome,13,other,24223,,,(unnanotated),""
SRR22013510,PRJNA892010,compost metagenome,8,other,10257,,,(unnanotated),""
SRR1926129,PRJNA278090,root metagenome,13,other,51507,"[""Sugarcane""]",,(unnanotated),""
SRR8863178,PRJNA518306,soil metagenome,9,other,44083,"[""not applicable""]",,(unnanotated),""
SRR6185512,PRJNA406045,soil metagenome,14,other,58776,"[""not applicable""]",,(unnanotated),""
SRR8925776,PRJNA681092,bioreactor metagenome,11,other,15368,"[""anaerobic digestor""]",,(unnanotated),""
SRR3989266,PRJNA330346,rhizosphere metagenome,14,other,62891,"[""not applicable""]",,(unnanotated),""
SRR20217178,PRJNA808857,freshwater sediment metagenome,12,other,67703,,,(unnanotated),""
ERR1960513,PRJEB20765,soil metagenome,8,other,24236,,"[""NGEE Arctic Polygons""]",(unnanotated),""
SRR21892052,PRJNA887701,freshwater metagenome,12,other,33915,"[""miss""]",,(unnanotated),""
SRR27008269,PRJNA1046420,estuary metagenome,9,other,43340,,,(unnanotated),""
SRR26459377,PRJNA1028263,soil metagenome,12,other,13852,,,(unnanotated),""
SRR13618046,PRJNA699174,air metagenome,15,other,2014,"[""not applicable""]",,(unnanotated),""
SRR25601475,PRJNA1004259,Monkeypox virus,9,other,11756,"[""Homo sapiens""]",,(unnanotated),""
SRR13065122,PRJNA593668,cold seep metagenome,9,other,20819,,,(unnanotated),""
SRR6476620,PRJNA405209,soil metagenome,12,other,36525,"[""not applicable""]",,(unnanotated),""
SRR9662917,PRJNA539356,marine metagenome,12,other,40653,"[""not applicable""]",,(unnanotated),""
SRR8538899,PRJNA518425,soil metagenome,9,other,33313,"[""not applicable""]",,(unnanotated),""
SRR22455128,PRJNA904067,aquatic viral metagenome,9,other,24094,,,(unnanotated),""
SRR14573563,PRJNA728249,soil metagenome,9,other,55168,,,(unnanotated),""
SRR9663074,PRJNA539362,marine metagenome,12,other,37412,"[""not applicable""]",,(unnanotated),""
SRR11679678,PRJNA621569,soil metagenome,11,other,53987,"[""not applicable""]",,(unnanotated),""
SRR3181109,PRJNA309291,bovine gut metagenome,12,other,12535,"[""Bos taurus""]",,(unnanotated),""
ERR10048398,PRJEB52849,Equus asinus asinus,16,other,119600,,,(unnanotated),""
SRR5504493,PRJNA375530,marine metagenome,9,other,26073,"[""not applicable""]",,(unnanotated),""
SRR9616424,PRJNA539312,sediment metagenome,15,other,43778,"[""not applicable""]",,(unnanotated),""
ERR10921209,PRJEB52368,marine metagenome,13,other,42257,,"[""Tara Pacific Expedition (2016-2018)""]",(unnanotated),""
SRR8062584,PRJNA326482,seawater metagenome,13,other,25027,,,(unnanotated),""
SRR28806305,PRJNA1103961,Equus asinus,8,other,13264,,,(unnanotated),""
ERR2683117,PRJEB27621,wastewater metagenome,8,other,8005,,,(unnanotated),""
ERR1679394,PRJEB15554,hydrothermal vent metagenome,9,other,34319,,"[""Niche partitioning of SOBs""]",(unnanotated),""
SRR10036071,PRJNA562643,freshwater metagenome,12,other,21487,,,(unnanotated),""
SRR10932012,PRJNA230567,bioreactor metagenome,9,other,29165,"[""not applicable""]",,(unnanotated),""
SRR11430615,PRJNA602302,freshwater metagenome,14,other,62098,,,(unnanotated),""
SRR17023455,PRJNA779163,bovine gut metagenome,13,other,21190,"[""cattle""]",,(unnanotated),""
SRR31012006,PRJNA1173490,mangrove metagenome,16,other,92100,"[""Avicennia alba""]",,(unnanotated),""
ERR2843943,PRJEB29213,marine metagenome,14,other,61656,,"[""Kwangyang bay ocean virome""]",(unnanotated),""
ERR4352759,PRJEB38290,marine metagenome,10,other,25413,,"[""2018 Helgoland Spring Bloom Metagenomes""]",(unnanotated),""
SRR20336959,PRJNA858011,seawater metagenome,15,other,41658,"[""not applicable""]",,(unnanotated),""
SRR22388013,PRJNA858913,groundwater metagenome,10,other,36792,,,(unnanotated),""
ERR10048371,PRJEB52849,Equus asinus asinus,13,other,75391,,,(unnanotated),""
SRR31309786,PRJNA1184367,soil metagenome,13,other,45483,"[""Zea mays L.""]",,(unnanotated),""
ERR7438315,PRJEB48889,Rinodina peloleuca,14,other,10545,,,(unnanotated),""
ERR2683181,PRJEB27621,wastewater metagenome,9,other,9331,,,(unnanotated),""
SRR6512908,PRJNA420682,bovine metagenome,15,other,17584,"[""Bos taurus""]",,(unnanotated),""
SRR7615657,PRJNA468224,seawater metagenome,16,other,33502,"[""not applicable""]",,(unnanotated),""
SRR11845632,PRJNA634981,wastewater metagenome,16,other,9614,"[""missing""]",,(unnanotated),""
ERR4682775,PRJEB40816,wastewater metagenome,8,other,15787,,,(unnanotated),""
SRR9952635,PRJNA556841,soil metagenome,8,other,37714,,,(unnanotated),""
SRR12682493,PRJNA654213,sediment metagenome,8,other,54786,"[""not applicable""]",,(unnanotated),""
SRR14366777,PRJNA699054,groundwater metagenome,16,other,42382,,,(unnanotated),""
SRR12337186,PRJNA646333,sediment metagenome,8,other,18966,,,(unnanotated),""
SRR26937402,PRJNA1044412,compost metagenome,16,other,6336,"[""pigmanure""]",,(unnanotated),""
ERR4682381,PRJEB40815,wastewater metagenome,9,other,13805,,,(unnanotated),""
SRR8476227,PRJNA502777,peat metagenome,10,other,17625,"[""not applicable""]",,(unnanotated),""
SRR26496193,PRJNA880762,seawater metagenome,8,other,31289,,,(unnanotated),""
SRR12825416,PRJNA668816,sediment metagenome,10,other,26754,,,(unnanotated),""
SRR11482365,PRJNA623064,dust metagenome,16,other,13695,"[""Sus scrofa""]",,(unnanotated),""
SRR19416393,PRJNA842693,primate metagenome,10,other,10487,"[""WC6""]",,(unnanotated),""
SRR24579371,PRJNA972502,soil metagenome,15,other,30204,,,(unnanotated),""
SRR26496215,PRJNA880762,seawater metagenome,13,other,32433,,,(unnanotated),""
SRR27907469,PRJNA1074413,soil metagenome,12,other,25896,"[""soil""]",,(unnanotated),""
SRR28982147,PRJNA1109856,soil metagenome,12,other,54031,,,(unnanotated),""
SRR13514087,PRJNA693984,lichen metagenome,16,other,58717,"[""Umbilicaria phaea""]",,(unnanotated),""
SRR26824599,PRJNA1040231,bovine gut metagenome,13,other,26683,"[""Bos taurus""]",,(unnanotated),""
SRR17023460,PRJNA779163,bovine gut metagenome,12,other,21500,"[""cattle""]",,(unnanotated),""
SRR5581435,PRJNA375643,freshwater metagenome,12,other,55588,"[""not applicable""]",,(unnanotated),""
SRR9651194,PRJNA539338,sediment metagenome,10,other,34385,"[""not applicable""]",,(unnanotated),""
SRR7975588,PRJNA444383,rhizosphere metagenome,13,other,48082,"[""Miscanthus""]",,(unnanotated),""
SRR28982164,PRJNA1109856,soil metagenome,11,other,64315,,,(unnanotated),""
ERR4678599,PRJEB40798,wastewater metagenome,10,other,18927,,,(unnanotated),""
SRR12358625,PRJNA649861,mouse gut metagenome,14,other,39012,"[""BALB/c""]",,(unnanotated),""
SRR26496231,PRJNA880762,seawater metagenome,11,other,31853,,,(unnanotated),""
SRR9009773,PRJNA539695,soil metagenome,16,other,157528,"[""not applicable""]",,(unnanotated),""
SRR11845622,PRJNA634981,wastewater metagenome,16,other,15415,"[""missing""]",,(unnanotated),""
SRR6478754,PRJNA368383,sediment metagenome,8,other,33115,"[""not applicable""]",,(unnanotated),""
SRR30300994,PRJNA1122929,marine metagenome,8,other,20100,,,(unnanotated),""
SRR22560184,PRJNA909573,bovine metagenome,9,other,12831,"[""bovine""]",,(unnanotated),""
SRR13618045,PRJNA699174,air metagenome,16,other,3900,"[""not applicable""]",,(unnanotated),""
SRR13647884,PRJNA697772,fungus metagenome,11,other,11334,"[""Linnemannia elongata""]",,(unnanotated),""
SRR24579365,PRJNA972502,soil metagenome,10,other,27670,,,(unnanotated),""
SRR24579367,PRJNA972502,soil metagenome,10,other,33926,,,(unnanotated),""
SRR4030042,PRJNA330071,soil metagenome,15,other,33705,"[""not applicable""]",,(unnanotated),""
SRR13304095,PRJNA684647,soil metagenome,16,other,3838,,,(unnanotated),""
SRR24204739,PRJNA956287,outdoor metagenome,10,other,21215,"[""not applicable""]",,(unnanotated),""
SRR21875705,PRJNA888038,freshwater metagenome,16,other,76290,,,(unnanotated),""
SRR8144073,PRJNA503328,Uvigerina striata,10,other,45105,,,(unnanotated),""
SRR3588552,PRJNA322715,bovine gut metagenome,9,other,8914,"[""Calves""]",,(unnanotated),""
SRR17274345,PRJNA783381,sheep gut metagenome,10,other,11351,"[""sheep123""]",,(unnanotated),""
SRR29270188,PRJNA1119566,freshwater metagenome,12,other,31010,,,(unnanotated),""
SRR24891236,PRJNA981443,Bos taurus,9,other,12652,,,(unnanotated),""
SRR12659365,PRJNA654927,soil metagenome,12,other,60769,"[""not applicable""]",,(unnanotated),""
SRR11721628,PRJNA622219,sediment metagenome,16,other,69341,"[""not applicable""]",,(unnanotated),""
SRR30291944,PRJNA1148749,rhizosphere metagenome,10,other,26997,"[""not applicable""]",,(unnanotated),""
SRR10613547,PRJNA486429,air metagenome,9,other,19533,,,(unnanotated),""
SRR26824603,PRJNA1040231,bovine gut metagenome,12,other,26847,"[""Bos taurus""]",,(unnanotated),""
SRR11185235,PRJNA526405,synthetic metagenome,12,other,18076,"[""not applicable""]",,(unnanotated),""
SRR15130128,PRJNA746424,soil metagenome,9,other,40887,,,(unnanotated),""
SRR18394692,PRJNA815894,bovine gut metagenome,9,other,22714,"[""buffalo""]",,(unnanotated),""
ERR10048382,PRJEB52849,Equus asinus asinus,15,other,106567,,,(unnanotated),""
SRR16183340,PRJNA768333,African swine fever virus,9,other,10536,"[""Sus scrofa""]",,(unnanotated),""
SRR15377950,PRJNA714922,soil metagenome,10,other,65558,,,(unnanotated),""
SRR5823605,PRJNA393632,soil metagenome,9,other,25534,,,(unnanotated),""
ERR4678646,PRJEB40798,wastewater metagenome,10,other,15762,,,(unnanotated),""
SRR5451359,PRJNA367152,rhizosphere metagenome,15,other,67534,"[""not applicable""]",,(unnanotated),""
SRR13052532,PRJNA593668,cold seep metagenome,11,other,25764,,,(unnanotated),""
SRR22387885,PRJNA858913,groundwater metagenome,8,other,32863,,,(unnanotated),""
SRR18067305,PRJNA808200,air metagenome,15,other,90002,,,(unnanotated),""
SRR10613572,PRJNA486429,air metagenome,8,other,7136,,,(unnanotated),""
SRR29660194,PRJNA1128034,rhizosphere metagenome,13,other,83880,"[""Triticum aestivum cv. Red Lammas""]",,(unnanotated),""
SRR5581408,PRJNA375641,freshwater metagenome,12,other,46007,"[""not applicable""]",,(unnanotated),""
SRR8144082,PRJNA503328,Cancris carmenensis,10,other,54258,,,(unnanotated),""
SRR9656167,PRJNA552615,soil metagenome,11,other,40329,,,(unnanotated),""
SRR29660190,PRJNA1128034,soil metagenome,15,other,75852,"[""bulk soil""]",,(unnanotated),""
SRR10072861,PRJNA563777,marine sediment metagenome,16,other,38036,,,(unnanotated),""
SRR11673977,PRJNA629478,activated sludge metagenome,16,other,52841,,,(unnanotated),""
SRR30952032,PRJNA1171802,marine metagenome,8,other,15722,,,(unnanotated),""
SRR3989295,PRJNA330323,soil metagenome,13,other,54930,"[""not applicable""]",,(unnanotated),""
SRR25941764,PRJNA1013980,sediment metagenome,10,other,11534,,,(unnanotated),""
SRR22048021,PRJNA894374,sediment metagenome,12,other,20268,,,(unnanotated),""
SRR31127829,PRJNA1153624,bovine gut metagenome,9,other,37218,"[""bovine""]",,(unnanotated),""
ERR10798452,PRJEB59119,wastewater metagenome,16,other,7073,,,(unnanotated),""
SRR20217202,PRJNA808857,freshwater sediment metagenome,12,other,43685,,,(unnanotated),""
SRR29483055,PRJNA1125628,rhizosphere metagenome,12,other,83854,"[""Secale cereale""]",,(unnanotated),""
SRR11703773,PRJNA621515,wetland metagenome,9,other,15263,"[""not applicable""]",,(unnanotated),""
ERR843249,PRJEB8813,biogas fermenter metagenome,9,other,8795,,,(unnanotated),""
SRR7186526,PRJNA450295,root metagenome,10,other,53473,"[""Bulk soil""]",,(unnanotated),""
SRR12487006,PRJNA658184,wastewater metagenome,13,other,17018,"[""Nakdong-River""]",,(unnanotated),""
SRR20707905,PRJNA860652,Equus asinus,12,other,13047,,,(unnanotated),""
SRR11721899,PRJNA622221,sediment metagenome,9,other,51729,"[""not applicable""]",,(unnanotated),""
DRR333408,PRJDB12736,lake water metagenome,13,other,20923,,"[""Ecogenomics of the microbial community in the water column of Lake Biwa (2018-2019)""]",Lake Biwa,0
SRR11833745,PRJNA620629,soil metagenome,10,other,52818,"[""not applicable""]",,(unnanotated),""
SRR7186519,PRJNA450295,root metagenome,10,other,59784,"[""Setaria italica""]",,(unnanotated),""
SRR29445155,PRJNA1125130,Blautia,9,other,10764,"[""horse""]",,(unnanotated),""
SRR11560399,PRJNA625856,Lepidoglyphus destructor,11,other,14639,,,(unnanotated),""
SRR5585387,PRJNA375666,rhizosphere metagenome,8,other,40372,"[""not applicable""]",,(unnanotated),""
SRR10072857,PRJNA563777,marine sediment metagenome,16,other,64421,,,(unnanotated),""
ERR3211681,PRJEB31650,wastewater metagenome,8,other,3044,,,(unnanotated),""
ERR4998642,PRJEB41762,soil metagenome,8,other,33203,,"[""DARKFUNCTIONS""]",(unnanotated),""
SRR30303596,PRJNA1122929,marine metagenome,9,other,29456,,,(unnanotated),""
ERR4592244,PRJEB37845,macroalgae metagenome,16,other,102219,,,(unnanotated),""
SRR6754095,PRJNA429141,freshwater metagenome,10,other,67479,,,(unnanotated),""
SRR5262248,PRJNA374886,soil metagenome,15,other,111213,,,(unnanotated),""
SRR6267378,PRJNA406092,soil metagenome,8,other,33162,"[""not applicable""]",,(unnanotated),""
SRR5211005,PRJNA367446,subsurface metagenome,14,other,30560,"[""not applicable""]",,(unnanotated),""
SRR7042381,PRJNA449266,soil metagenome,16,other,84340,,,(unnanotated),""
SRR3990172,PRJNA330327,soil metagenome,15,other,45951,"[""not applicable""]",,(unnanotated),""
SRR11086694,PRJNA605948,soil metagenome,11,other,22143,,,(unnanotated),""
SRR28806308,PRJNA1103961,Equus asinus,12,other,14074,,,(unnanotated),""
SRR7186521,PRJNA450295,root metagenome,9,other,54366,"[""Bulk soil""]",,(unnanotated),""
SRR14573567,PRJNA728249,soil metagenome,11,other,55866,,,(unnanotated),""
SRR5246787,PRJNA366360,wetland metagenome,16,other,54978,"[""not applicable""]",,(unnanotated),""
DRR333405,PRJDB12736,lake water metagenome,12,other,19448,,"[""Ecogenomics of the microbial community in the water column of Lake Biwa (2018-2019)""]",Lake Biwa,0
SRR5574262,PRJNA375579,rhizosphere metagenome,13,other,52031,"[""not applicable""]",,(unnanotated),""
SRR6963312,PRJNA444012,sediment metagenome,13,other,26158,"[""not applicable""]",,(unnanotated),""
SRR9617867,PRJNA539327,sediment metagenome,10,other,42108,"[""not applicable""]",,(unnanotated),""
SRR12825429,PRJNA668816,sediment metagenome,15,other,29654,,,(unnanotated),""
SRR7186483,PRJNA450295,root metagenome,11,other,62319,"[""Setaria italica""]",,(unnanotated),""
SRR3053138,PRJNA292471,bovine metagenome,10,other,6002,"[""Bos taurus""]",,(unnanotated),""
SRR8925754,PRJNA533495,bioreactor metagenome,16,other,15131,"[""anaerobic digestor""]",,(unnanotated),""
SRR18683001,PRJNA521300,marine metagenome,15,other,34276,,,(unnanotated),""
DRR333397,PRJDB12736,lake water metagenome,15,other,27335,,"[""Ecogenomics of the microbial community in the water column of Lake Biwa (2018-2019)""]",Lake Biwa,0
SRR22213149,PRJNA898608,bovine gut metagenome,11,other,7376,"[""Bos taurus indicus""]",,(unnanotated),""
SRR11845625,PRJNA634981,wastewater metagenome,13,other,16006,"[""missing""]",,(unnanotated),""
SRR20217200,PRJNA808857,freshwater sediment metagenome,11,other,38644,,,(unnanotated),""
SRR11284160,PRJNA611709,mouse metagenome,9,other,34384,"[""Mus musculus""]",,(unnanotated),""
SRR8555696,PRJNA518519,peat metagenome,8,other,18420,"[""not applicable""]",,(unnanotated),""
SRR3067150,PRJNA298260,bovine metagenome,13,other,3843,"[""Bos taurus""]",,(unnanotated),""
SRR12358626,PRJNA649861,mouse gut metagenome,15,other,41556,"[""BALB/c""]",,(unnanotated),""
SRR11615276,PRJNA620827,soil metagenome,9,other,44624,"[""not applicable""]",,(unnanotated),""
SRR21607487,PRJNA879230,hydrothermal vent metagenome,10,other,69096,,,(unnanotated),""
SRR24579363,PRJNA972502,soil metagenome,10,other,37284,,,(unnanotated),""
SRR20818708,PRJNA863608,sludge metagenome,8,other,5385,,,(unnanotated),""
ERR10048388,PRJEB52849,Equus asinus asinus,15,other,102689,,,(unnanotated),""
SRR3990168,PRJNA330328,soil metagenome,12,other,52848,"[""not applicable""]",,(unnanotated),""
SRR6043426,PRJNA407379,seawater metagenome,8,other,37605,"[""marine""]",,(unnanotated),""
SRR3053159,PRJNA292471,bovine metagenome,12,other,5973,"[""Bos taurus""]",,(unnanotated),""
SRR3184736,PRJNA312830,freshwater metagenome,12,other,120303,,,(unnanotated),""
SRR12825410,PRJNA668816,riverine metagenome,12,other,30160,,,(unnanotated),""
SRR11826814,PRJNA621296,seawater metagenome,9,other,37845,"[""not applicable""]",,(unnanotated),""
ERR4678631,PRJEB40798,wastewater metagenome,10,other,33108,,,(unnanotated),""
SRR8062354,PRJNA326482,marine metagenome,11,other,18065,,,(unnanotated),""
SRR18644948,PRJNA823681,plant metagenome,9,other,13730,"[""Sonneratia alba""]",,(unnanotated),""
SRR6512904,PRJNA420682,bovine metagenome,13,other,9177,"[""Bos taurus""]",,(unnanotated),""
SRR2638107,PRJNA292297,marine sediment metagenome,16,other,87825,,,(unnanotated),""
SRR8062339,PRJNA326482,marine metagenome,10,other,42126,,,(unnanotated),""
SRR14366756,PRJNA699054,groundwater metagenome,16,other,70611,,,(unnanotated),""
SRR22315504,PRJNA900590,landfill metagenome,11,other,37644,,,(unnanotated),""
ERR3801478,PRJEB33080,bovine gut metagenome,8,other,15043,,,(unnanotated),""
SRR29517086,PRJNA1125719,bovine gut metagenome,9,other,14917,"[""Bos taurus""]",,(unnanotated),""
SRR25119235,PRJNA348350,mouse gut metagenome,14,other,136840,"[""Mus musculus""]",,(unnanotated),""
SRR22048042,PRJNA894374,sediment metagenome,11,other,20296,,,(unnanotated),""
SRR11828800,PRJNA620419,salt marsh metagenome,8,other,16055,"[""not applicable""]",,(unnanotated),""
SRR7186523,PRJNA450295,root metagenome,11,other,52285,"[""Bulk soil""]",,(unnanotated),""
SRR8539650,PRJNA521166,freshwater sediment metagenome,11,other,26675,,,(unnanotated),""
SRR23595532,PRJNA937903,soil metagenome,10,other,36155,"[""Triticum aestivum""]",,(unnanotated),""
SRR24639049,PRJNA972992,sheep gut metagenome,9,other,30622,"[""Ovis aries""]",,(unnanotated),""
SRR9036512,PRJNA539167,bovine gut metagenome,13,other,64526,"[""Bos taurus""]",,(unnanotated),""
SRR23447890,PRJNA934407,runoff metagenome,13,other,14603,"[""missing""]",,(unnanotated),""
SRR12605113,PRJNA655099,marine sediment metagenome,15,other,53143,"[""not applicable""]",,(unnanotated),""
SRR25991870,PRJNA1013563,sediment metagenome,14,other,35049,,,(unnanotated),""
SRR25158274,PRJNA983538,soil metagenome,9,other,22497,,,(unnanotated),""
SRR4030068,PRJNA330070,soil metagenome,15,other,53929,"[""not applicable""]",,(unnanotated),""
SRR13618038,PRJNA699174,air metagenome,16,other,3900,"[""not applicable""]",,(unnanotated),""
SRR9617950,PRJNA539335,sediment metagenome,13,other,51547,"[""not applicable""]",,(unnanotated),""
SRR8925761,PRJNA681092,bioreactor metagenome,16,other,25316,"[""anaerobic digestor""]",,(unnanotated),""
SRR6441346,PRJNA428417,marine metagenome,10,other,17653,,,(unnanotated),""
SRR7615688,PRJNA469103,seawater metagenome,14,other,27122,"[""not applicable""]",,(unnanotated),""
SRR9659499,PRJNA539509,fungus metagenome,10,other,69357,"[""not applicable""]",,(unnanotated),""
SRR17418336,PRJNA792486,goat gut metagenome,8,other,30653,"[""Black goat""]",,(unnanotated),""
SRR5690606,PRJNA375195,soil metagenome,16,other,81196,"[""not applicable""]",,(unnanotated),""
SRR5195116,PRJNA362455,rhizosphere metagenome,10,other,34730,,,(unnanotated),""
SRR10098315,PRJNA563872,bovine metagenome,9,other,10780,"[""Bos taurus""]",,(unnanotated),""
SRR8144089,PRJNA503328,Bolivina costata,14,other,57962,,,(unnanotated),""
SRR8451836,PRJNA203445,food metagenome,12,other,104965,"[""Chicken""]",,(unnanotated),""
SRR26496207,PRJNA880762,seawater metagenome,9,other,29996,,,(unnanotated),""
SRR24260328,PRJNA956982,bovine gut metagenome,12,other,20420,"[""Bos taurus""]",,(unnanotated),""
SRR6958483,PRJNA444976,soil metagenome,12,other,59811,"[""not applicable""]",,(unnanotated),""
SRR15377953,PRJNA714922,soil metagenome,10,other,57147,,,(unnanotated),""
SRR21875703,PRJNA888038,freshwater metagenome,9,other,32032,,,(unnanotated),""
SRR17418321,PRJNA792486,goat gut metagenome,9,other,27778,"[""Black goat""]",,(unnanotated),""
SRR5198903,PRJNA362960,wetland metagenome,16,other,52683,,,(unnanotated),""
SRR24882552,PRJNA980404,Bos taurus,9,other,14436,,,(unnanotated),""
SRR11482343,PRJNA623064,dust metagenome,16,other,15077,"[""Sus scrofa""]",,(unnanotated),""
SRR22388270,PRJNA858913,groundwater metagenome,10,other,30679,,,(unnanotated),""
SRR5517144,PRJNA375575,rhizosphere metagenome,12,other,55824,"[""not applicable""]",,(unnanotated),""
SRR26496200,PRJNA880762,seawater metagenome,8,other,32562,,,(unnanotated),""
ERR10798702,PRJEB59119,wastewater metagenome,15,other,5003,,,(unnanotated),""
SRR22000233,PRJNA892917,freshwater metagenome,11,other,20668,,,(unnanotated),""
ERR3801481,PRJEB33080,bovine gut metagenome,11,other,13355,,,(unnanotated),""
ERR1713381,PRJEB13831,wastewater metagenome,13,other,14599,,,(unnanotated),""
SRR17274348,PRJNA783381,sheep gut metagenome,11,other,10179,"[""sheep103""]",,(unnanotated),""
SRR5460694,PRJNA365414,rhizosphere metagenome,9,other,57250,"[""not applicable""]",,(unnanotated),""
SRR26496197,PRJNA880762,seawater metagenome,9,other,32457,,,(unnanotated),""
SRR11306543,PRJNA612576,sediment metagenome,10,other,17888,,,(unnanotated),""
SRR8556255,PRJNA518546,peat metagenome,16,other,102101,"[""not applicable""]",,(unnanotated),""
SRR27152944,PRJNA1049908,soil metagenome,8,other,25631,,,(unnanotated),""
SRR28362941,PRJNA1088031,seawater metagenome,8,other,30079,,,(unnanotated),""
SRR20217198,PRJNA808857,freshwater sediment metagenome,11,other,59882,,,(unnanotated),""
SRR16915477,PRJNA779554,soil metagenome,10,other,47061,"[""apple orchard soil""]",,(unnanotated),""
